Id,clean_text,category
383,also mean even congress come power cannot say congress great job lot thing start proceed modi govt pleas dont forget futur,1
384,stolen k given nirav modi shame recov person loss cheat custom fraud bank pleas open account thiev pnb worst bank india shame,2
385,sharad pawar slam modi govern fail job promis via,0
386,rajasthan governor kalyan singh aligarh rd march bjp worker want bjp emerg victori want modi becom,0
387,lol neeha ju like give head butcher even human,1
388,like modi,0
389,unambigu analysi rafael pil champ modi govern,0
390,modi wasnt ambedkar timebesid learn historyignor blissambedkar came constitu assemblyvia west bengal aid mondal,1
391,thank anu sharma vote make sure peopl know motiv vote modi,1
392,billion muslim one individu like hindu genocid modi,1
393,modi govt came power late may sanjay jhaji admit accept fact last two year upa govt bad peopl lost job,2
394,boss express view sever time past month heavi heartbut vote heart jara heart halka karo,2
395,five year ago peopl vote modi wear namo tshirt vote,0
396,mani brahmin becom chowkidhar,1
397,modi got vote nda allianc partner got vote way contest vote cross get massiv gain seat sidjiwon,0
398,subject femal dietyit show domin femal areso point right alreadi domin rest misogynist crap cook chauvinist male,2
399,toi prestitut pork much pig owaisi publish news,1
400,show modi lie hatr itna hai polit parti pakistan mil jaeng,0
401,person beat modi modi need play old video,1
402,renown lyricist happi clarificationclick know,2
403,journalist writer bureaucrat given lakhmonth write modi cambridg analytica via,0
404,know that enough alreadi simpl question regard don hijaab play azan parliament media channel modi didnt came pictur anywher bash modi whenev possibl that trend,0
405,pleas vote made life miser modi govt,2
406,one vote make differ answer modi elect clarion call extend support campaign,0
407,lie modi expos fact,0
408,congress walo baar cunao mei pata lag jayega modi request wait enjoy moment,1
409,go analog modi chacha bhatija second thought actual,0
410,world biggest electr car manufactur confirm enter india ceo founder tesla motor confirm today one biggest make india success modi,1
411,cant write one singl tweet without blame modi,2
412,construct waterway day dream accord arrog bjp minist india infrastructur everyth creat modiar fool trust guy,0
413,tongu wag owaisi bash modi loafer lawyer dog wag tail love loyalti freedom express restrict legal action taken maintain decorum without fear merci peopl parti must ban,1
414,mr koppalatota namo walk namo park mathiker bangalor last saturday mani peopl join team show enthusiasm narendra modi prime minist,1
415,grace congress pay cost coalit congress bhai yeh modi met thopana,0
416,stop compar bigot mass murder modi someon like imran khan,0
417,modi urg note person spread voter awar via namo app,0
418,would modi serious,2
419,saw speech today modi could see rdxye cant see connect satellit mobil conect satelit,0
420,narendra modi decadeold decis fructifi japanes township gujarat firstpost,0
421,happen islam,0
422,ye alway modi funni guy,1
423,right modi keep watch rich corrupt famili follow,1
424,happen modi took mic karan thapar famou via,1
425,final day modi govern adani project jharkhand becom india first power sector sez decis save compani billion annual clean energi cess alon,1
426,modi urg note person spread voter awar time india via,0
427,modi real fake,2
428,true hve also reaffirm vote allegi time,1
429,true sir that modi sir allianc creat scam corrupt,1
430,one vote make differ anil kapoor answer modi elect clarion call extend support vote kar campaign via namo app,0
431,sushma swaraj recount narendra modi govt success last year say voter judg base commit firstpost,0
432,year modinom made airlin bankrupt that modi touch,0
433,raghuram rajan sent list high profil bank fraudster modi earli month offic thereaft remind modi fail act narendra modi campaign sheer hypocrisi,2
434,ratan tata lavish prais say deliv,0
435,vote ensur govt need deserv anupam kher respond modi vote kar appeal elect via namo app,0
436,thank much endors best qualiti modi,1
437,tag fast grow youtub care abt countri thatacc modi destroy democracyh blind fold politician look good bad bad good sarcasm,2
438,dnt turn pakistan india like situat million muslim got kill terrorist modi,2
439,sinc modi came power alway feel rahul gandhi alway mute mean cant hear,2
440,vapa lana hai desh agey badana hai vote modi vote develop right everi citizen,1
441,governor kalyan singh aligarh rd march worker want bjp emerg victori want modi becom import countri,1
442,go thru comedi speech shri rahul gandhii come conclus competitor modi rakhi sawant self obsess cannot compar kapil sharma far better comedian shri rahul gandhi,1
443,centr state govt work togeth make india tbfree narendra modi via namo app,0
444,modi govt hindu behav wildli,1
445,cant critic anyon enemi countri pull narendra modi name,0
446,sanit campaign run modi affect jai bhagwan goyal shahdara north eastern launch cleanli campaign sever place delhi,0
447,poor kejriw predict modi rule till etern get nightmar see modi sit diamond stud golden throne cri beg front awaken see beg front shiela dikshit,2
448,even print serious what elect modi entir opposit what agenda defeat modi noon say anyth nation,2
449,new post ad mumbai press offici site produc sandip ssingh turn singer narendra modi biopic,1
450,kindli elabor dharma friendli action modi like rte hunar haat let ganga tyagi die ayodhya delay etc,1
451,copi cat like pakistan miadad tri copi srikant revers shot got congress copi modi,0
452,ayyo show immatur made pappu modi run away varanasi,0
453,shud convinc mat bhaai vote modi convert mote voter time namo convinc opportunist say sir,1
454,see languag chowkidar tweet bhi sab bjp problem support modi amit sha dont use bad laugh cultur rss,2
455,dont live denial modi economi doldrum jobless growth make nation edgi agrarian crisi worsen nation secur question massiv intellig failur pulwama attack embrac chang,2
456,hahahait like happi modi leadershipur worri remain forev want defeatedhow dumb reason realli iit iti done well ppl definit keep forev,1
457,must read,0
458,ppl deserv bjp modi alway neg nonsens thing opposit shout master stroke everi idiot idea bjp,2
459,modi utmost import,0
460,modi villag electrif among world biggest success year say report,0
461,balakot govt releas death toll proof bhakt antin dare question armi ask proof saal chale pakistan ask proof imran khan said receiv modi pak day bhakt mute,0
462,demo black money caught modi inspit rbi warn bhakt atleast gut elect babu bajrangi gut admit stab womb pregnant muslim broad daylight bhakt mute,1
463,airstrik bhakt modi say rafal result would differ true wah modiji wah insult hero like abhinandan mean govt fail time bhakt antin bhaago chale pakistan,2
464,soon new elect rascal racist extremist murder behind bar modi select worst,2
465,modi locket chatterje lokshava,0
466,hoshiyar zardari bilaw baghawat sazish bilaw bhutto via rememb asif ali zardari shiit nonmuslim blood never patriot pakistan modi attack mayb invit zardar nawaz sharif,0
467,what bollywood congress promot mediocr forefront common peopl deserv someth better dont,0
468,never vote modi,0
469,want see countri becom superpow thn vote strong govt polit make countri superpow modi polit power take countri lot forward isliy india,1
470,congress need allianc counter modi relianc,0
471,modi govt met disinvest target one public sector compani bought anoth,0
472,varanasi loksabha seat modi aap give congress congress give give bsp bsp candid join bjp much fun,1
473,pledg first vote modi,1
474,look one say modi perfect cours better pappu prime minist even congress present oth intellig candid would understand even present tharoor murder case would understan,1
475,modi sir pleas help,0
476,modi never declar chowkidar pulwama theft dataexpert data fudginggdp unemploy includ design templat fake degre certif declar chowkidar bjp fund collect thru elector bond,2
477,your hindu nationalist punish modi,0
478,voter choos wise reject modi put vika revers gear disastr demonetis badli execut gst india need gst reform experienc best bet,1
